Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
10/02/2010,19.1,-7.3,-6.4,9.7,-28.5,17.3,48.6,0,NaN,NaN,66,NaN,17,33,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,16,36,31,NaN,21,64,NaN,NaN,49,32,17,8,47,30,33,24,40,NaN,NaN,54,NaN,NaN,NaN,39,NaN,24,27,NaN
11/02/2010,20.9,-2.2,-9.3,9.5,-36.1,20.4,13.6,0,16,NaN,45,NaN,34,37,NaN,NaN,NaN,NaN,NaN,NaN,64,NaN,22,42,40,NaN,28,67,16,NaN,53,37,33,21,60,32,36,25,65,NaN,NaN,58,NaN,35,NaN,57,38,42,36,NaN
12/02/2010,24.6,-5.6,-7.1,9.1,-28.1,16.7,38.1,0,15,NaN,58,NaN,23,51,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,15,40,27,NaN,32,72,26,NaN,52,34,34,21,47,41,42,41,51,NaN,NaN,56,NaN,45,NaN,53,19,34,31,NaN
13/02/2010,22.6,-1.5,-6.9,7.1,-21.1,12.7,12.6,0,21,NaN,52,NaN,24,24,29,NaN,NaN,NaN,NaN,NaN,56,NaN,15,26,30,NaN,25,67,12,NaN,48,25,15,18,45,25,27,20,46,NaN,NaN,46,NaN,25,NaN,45,23,28,26,NaN
14/02/2010,16.5,5.8,-4,7.1,-9.5,8.5,304.7,7,28,NaN,29,NaN,34,34,40,NaN,NaN,NaN,NaN,NaN,43,NaN,17,37,33,NaN,35,72,29,NaN,47,32,28,24,50,28,22,28,50,NaN,NaN,52,NaN,45,NaN,46,23,33,26,NaN
15/02/2010,6.4,14.8,1.1,14.8,36.8,23.6,265.8,20,30,NaN,43,NaN,32,46,44,NaN,NaN,NaN,NaN,NaN,24,NaN,42,51,56,NaN,53,70,38,NaN,NaN,43,36,10,46,31,32,43,45,NaN,NaN,54,NaN,56,NaN,42,21,49,22,NaN
16/02/2010,0.6,-5.3,5.5,7.6,67,34.3,136,20,27,NaN,56,NaN,36,43,42,NaN,NaN,NaN,NaN,NaN,60,NaN,47,40,62,NaN,34,63,24,NaN,NaN,48,32,12,56,25,39,28,52,NaN,NaN,57,NaN,48,NaN,52,41,42,39,NaN
17/02/2010,-1.3,-13.4,1.1,13.5,42.9,25.3,94.6,20,56,NaN,84,NaN,50,64,53,NaN,NaN,NaN,NaN,NaN,59,NaN,39,77,56,NaN,58,81,44,NaN,NaN,65,39,28,71,37,49,38,57,NaN,NaN,84,NaN,68,NaN,44,60,53,57,NaN
18/02/2010,0,-4.2,-5.4,6.8,38.2,20.3,37.4,20,41,NaN,82,NaN,31,58,53,NaN,NaN,NaN,NaN,NaN,50,NaN,38,81,47,NaN,60,NaN,48,NaN,61,54,44,NaN,66,53,41,34,52,NaN,NaN,67,NaN,61,NaN,52,52,40,53,NaN
19/02/2010,0.1,3.8,-8.3,9.1,35.8,20.1,335.3,20,29,NaN,44,NaN,41,39,56,NaN,NaN,NaN,NaN,NaN,54,NaN,18,98,48,NaN,48,NaN,44,34,65,37,38,NaN,64,32,44,37,68,NaN,NaN,67,NaN,54,NaN,51,19,38,38,NaN
20/02/2010,0.4,3.1,-1.6,3.5,29.7,15.3,296.8,20,51,NaN,48,NaN,42,58,64,NaN,NaN,NaN,NaN,NaN,54,NaN,38,99,58,NaN,53,69,43,40,68,41,50,18,56,36,58,44,64,NaN,NaN,65,NaN,72,NaN,53,28,52,35,NaN
21/02/2010,-3.7,-1.1,1.2,1.6,38.5,19.3,135.6,20,52,NaN,61,NaN,38,45,42,NaN,NaN,NaN,NaN,NaN,43,NaN,35,70,56,NaN,35,62,23,37,61,54,28,18,50,32,34,35,50,NaN,NaN,52,NaN,51,NaN,41,30,38,36,NaN
22/02/2010,-6.9,-11,-3.7,11.6,20.5,15.5,71.6,22,53,NaN,63,NaN,23,34,30,NaN,NaN,NaN,NaN,NaN,45,NaN,23,51,32,NaN,35,73,24,29,49,47,30,18,43,28,27,25,46,NaN,NaN,58,NaN,35,NaN,26,28,30,43,NaN
23/02/2010,-5,-12.3,8.6,15,11.6,16.1,124.8,13,59,NaN,45,NaN,27,41,47,NaN,NaN,NaN,NaN,NaN,47,NaN,30,38,40,NaN,NaN,65,32,31,44,40,NaN,8,40,31,34,33,50,NaN,NaN,58,NaN,45,NaN,21,30,38,30,NaN
24/02/2010,0.6,-14.4,4.3,15,56.2,31.9,106.5,20,14,NaN,39,NaN,45,60,61,NaN,NaN,NaN,NaN,NaN,14,NaN,46,64,53,NaN,NaN,76,26,NaN,69,41,NaN,23,60,34,34,23,55,NaN,NaN,72,NaN,44,NaN,51,31,51,45,NaN
25/02/2010,-2.5,-15.4,-1.7,15.5,50.5,29.6,83.9,20,8,NaN,58,NaN,48,43,50,NaN,NaN,NaN,NaN,NaN,28,NaN,30,59,48,NaN,37,61,24,NaN,67,51,NaN,15,48,29,45,25,63,NaN,NaN,81,NaN,43,NaN,54,29,58,NaN,NaN
26/02/2010,-2,-2.5,-8.7,9.1,45.6,24.5,16.3,20,8,NaN,54,NaN,30,26,38,NaN,NaN,NaN,NaN,NaN,12,NaN,22,49,34,NaN,23,51,15,25,56,32,15,8,38,13,21,12,50,NaN,NaN,67,NaN,42,NaN,37,15,29,NaN,NaN
27/02/2010,-3.8,-6.9,5.4,8.8,16.9,12.2,127.6,23,7,NaN,34,NaN,25,49,46,NaN,NaN,NaN,NaN,NaN,11,NaN,33,36,39,NaN,30,56,17,40,59,32,35,11,47,25,39,16,34,NaN,NaN,69,NaN,41,NaN,36,15,42,45,NaN
28/02/2010,-2.7,-3,-13.4,13.7,16.2,15.9,12.5,28,9,NaN,35,NaN,12,26,22,NaN,NaN,NaN,NaN,NaN,27,NaN,8,26,24,NaN,29,71,26,33,30,30,12,19,26,18,21,16,28,NaN,NaN,35,NaN,28,NaN,28,10,10,17,NaN
01/12/2010,17.2,-15.5,-5.2,16.4,-7.5,16.8,71.4,12,4,NaN,24,NaN,NaN,29,27,NaN,NaN,NaN,NaN,NaN,44,NaN,19,26,22,NaN,10,60,13,26,43,27,25,4,23,21,25,18,43,20,11,26,NaN,30,12,23,7,21,NaN,NaN
02/12/2010,13.5,-4.9,-6.1,7.8,-17.6,11.8,38.8,0,38,NaN,47,NaN,NaN,32,33,NaN,NaN,NaN,NaN,NaN,61,NaN,33,38,29,NaN,14,64,23,36,56,42,24,15,41,25,38,29,65,21,23,29,NaN,37,21,46,22,29,NaN,NaN
03/12/2010,8.4,12.1,4,12.7,22,16.8,251.4,26,49,NaN,47,NaN,NaN,60,51,NaN,NaN,NaN,NaN,NaN,50,NaN,64,54,68,NaN,22,87,31,58,73,73,50,21,70,41,63,35,73,44,40,30,NaN,51,36,69,49,61,NaN,NaN
04/12/2010,8.6,1.6,-7.7,7.9,40,21.5,347.9,20,46,NaN,53,NaN,NaN,68,76,NaN,NaN,NaN,NaN,NaN,55,NaN,61,39,69,NaN,22,87,23,65,65,64,73,22,58,35,75,48,74,46,24,31,NaN,86,33,58,31,53,NaN,NaN
05/12/2010,3.2,4.4,-9.5,10.5,-12.6,12.2,335.1,7,25,NaN,36,NaN,NaN,77,62,NaN,NaN,NaN,NaN,NaN,65,NaN,33,39,39,NaN,20,76,19,44,68,38,57,18,62,25,56,29,79,44,31,39,NaN,49,32,50,19,63,NaN,NaN
06/12/2010,1.9,0.5,-6.4,6.5,6.7,7.3,355.6,28,44,NaN,50,NaN,NaN,55,58,NaN,NaN,NaN,NaN,NaN,58,NaN,99,66,95,NaN,42,95,23,66,83,89,42,28,83,34,68,46,98,40,47,39,NaN,53,40,85,42,75,NaN,NaN
07/12/2010,7.2,-2.8,-9.5,9.9,-2,10,16.7,18,27,NaN,69,NaN,NaN,54,55,NaN,NaN,NaN,NaN,NaN,76,NaN,145,73,63,NaN,66,104,29,75,82,63,47,46,108,51,62,58,87,50,59,47,NaN,61,59,90,49,82,NaN,NaN
08/12/2010,15,-0.8,-17.6,17.6,-19.2,20.1,2.4,8,22,NaN,57,NaN,NaN,69,61,NaN,NaN,NaN,NaN,NaN,74,NaN,29,70,45,NaN,49,93,15,54,75,52,44,27,74,59,52,39,94,48,40,49,NaN,55,36,86,31,58,NaN,NaN
09/12/2010,25,13.6,-10.4,17.2,-25.3,21.3,307.3,7,36,NaN,50,NaN,NaN,81,71,NaN,NaN,NaN,NaN,NaN,59,NaN,32,64,38,NaN,68,103,35,68,76,44,66,14,63,34,84,43,66,57,61,47,NaN,NaN,51,53,18,40,NaN,NaN
10/12/2010,23.8,20,-13,23.8,-20.1,25.9,302.9,17,32,NaN,31,NaN,NaN,63,51,NaN,NaN,NaN,NaN,NaN,53,NaN,46,42,41,NaN,67,97,26,66,56,32,42,16,50,24,55,43,34,54,58,32,NaN,72,63,36,8,8,NaN,NaN
11/12/2010,18.8,7.3,-13.4,15.2,-42.4,26.1,331.2,0,10,NaN,27,NaN,NaN,72,56,NaN,NaN,NaN,NaN,NaN,61,NaN,31,25,37,NaN,37,79,9,39,42,34,67,20,56,22,31,29,44,34,28,32,NaN,41,26,44,15,13,NaN,NaN
12/12/2010,19.8,-5.9,2,6.3,-38.5,20.3,109,0,16,NaN,72,NaN,NaN,47,47,NaN,NaN,NaN,NaN,NaN,72,NaN,30,52,28,NaN,42,75,7,49,67,29,38,15,53,39,37,26,77,36,20,48,NaN,46,19,54,21,43,NaN,NaN
13/12/2010,23.4,-3.1,0.5,3.2,-31.8,16.2,98.6,0,31,NaN,74,NaN,NaN,58,60,NaN,NaN,NaN,NaN,NaN,72,NaN,38,53,45,NaN,62,86,39,62,64,46,50,25,63,41,43,43,80,49,43,NaN,NaN,NaN,40,58,36,54,NaN,NaN
14/12/2010,33.4,-3.3,-7.8,8.5,-25.9,15.5,22.9,0,19,NaN,88,NaN,NaN,57,60,NaN,NaN,NaN,NaN,NaN,77,NaN,52,63,43,NaN,50,76,NaN,50,65,32,53,21,51,53,51,40,80,45,20,58,NaN,49,30,70,36,52,NaN,NaN
15/12/2010,31.8,9.4,-12.6,15.7,-33.3,22.9,323.3,0,24,NaN,46,NaN,NaN,52,52,NaN,NaN,NaN,NaN,NaN,63,NaN,28,57,39,NaN,61,90,NaN,59,53,33,45,15,60,42,51,39,66,48,34,NaN,NaN,41,28,56,23,40,NaN,NaN
16/12/2010,13.9,6.9,-26.5,27.4,16.2,28.6,345.3,18,13,NaN,19,NaN,NaN,29,34,NaN,NaN,NaN,NaN,NaN,55,NaN,21,33,30,NaN,32,84,47,41,44,28,19,12,48,21,18,17,43,28,23,37,NaN,39,28,40,13,23,NaN,NaN
17/12/2010,2.3,11.8,-16.2,20.1,31.8,25.6,323.9,27,35,NaN,37,NaN,NaN,41,60,NaN,NaN,NaN,NaN,NaN,64,NaN,42,50,53,NaN,64,98,86,65,57,50,42,21,69,33,40,44,69,53,55,NaN,NaN,53,53,61,26,39,NaN,NaN
18/12/2010,1.3,-8.6,4.3,9.6,44.2,24.1,116.8,20,63,NaN,39,NaN,NaN,48,51,NaN,NaN,NaN,NaN,NaN,61,NaN,74,52,60,NaN,58,80,72,66,62,76,39,29,62,40,61,29,52,57,41,NaN,NaN,47,39,52,53,47,NaN,NaN
19/12/2010,0.8,-15.5,-1.7,15.6,25.8,20.3,83.8,22,12,NaN,50,NaN,NaN,60,47,NaN,NaN,NaN,NaN,NaN,45,NaN,65,60,55,NaN,41,72,30,48,69,44,37,25,62,49,40,28,62,43,20,61,NaN,46,25,65,35,81,NaN,NaN
20/12/2010,4.8,-3.8,-3.9,5.5,15,9.3,44.8,20,31,NaN,72,NaN,NaN,63,49,NaN,NaN,NaN,NaN,NaN,67,NaN,99,66,87,NaN,71,95,136,77,88,51,41,34,78,61,55,33,72,63,41,98,NaN,51,43,70,57,96,NaN,NaN
21/12/2010,6.9,-3,-1.5,3.4,7.4,5,63.5,20,83,NaN,77,NaN,NaN,57,58,NaN,NaN,NaN,NaN,NaN,88,NaN,119,61,89,NaN,60,84,72,64,75,60,56,38,80,49,72,38,53,56,43,79,NaN,55,51,43,66,75,NaN,NaN
22/12/2010,11.3,-8.7,-5.8,10.5,-5.2,10.8,56.2,11,59,NaN,79,NaN,NaN,58,47,NaN,NaN,NaN,NaN,NaN,88,NaN,50,64,53,NaN,46,74,55,48,72,55,48,18,61,42,51,40,97,38,27,74,NaN,48,33,66,53,58,NaN,NaN
23/12/2010,15.7,-7.8,-11.9,14.2,-22.5,18.1,33.5,1,33,NaN,112,NaN,NaN,44,32,NaN,NaN,NaN,NaN,NaN,82,NaN,27,55,38,NaN,23,57,15,28,65,44,32,7,47,31,40,16,123,21,13,65,NaN,27,12,69,40,59,NaN,NaN
24/12/2010,19.4,-0.6,-9.5,9.5,-24.9,15.7,3.6,0,32,NaN,78,NaN,NaN,61,57,NaN,NaN,NaN,NaN,NaN,79,NaN,30,69,44,NaN,30,64,28,38,86,44,52,15,67,50,47,29,111,44,17,94,NaN,43,15,78,27,69,NaN,NaN
25/12/2010,21.4,6.1,-2,6.4,-35.9,19,288.2,0,40,NaN,50,NaN,NaN,70,59,NaN,NaN,NaN,NaN,NaN,51,NaN,35,57,26,NaN,39,58,44,45,76,17,41,11,57,46,44,21,90,46,33,96,NaN,33,29,67,14,83,NaN,NaN
26/12/2010,14.2,8.8,26.2,27.7,-25.1,30.4,198.4,14,43,NaN,39,NaN,NaN,50,53,NaN,NaN,NaN,NaN,NaN,41,NaN,43,55,56,NaN,60,82,62,71,63,51,58,19,54,52,23,33,61,46,51,60,NaN,47,59,54,33,62,NaN,NaN
27/12/2010,8.5,-0.4,23.8,23.8,9.2,24.3,179,14,41,NaN,26,NaN,NaN,32,28,NaN,NaN,NaN,NaN,NaN,39,NaN,37,29,52,NaN,27,53,13,31,47,50,19,12,50,21,16,10,28,19,18,29,NaN,32,22,35,35,24,NaN,NaN
28/12/2010,13.4,0.3,19.1,19.1,31.8,24.9,180.9,24,42,NaN,60,NaN,NaN,48,65,NaN,NaN,NaN,NaN,NaN,43,NaN,38,42,45,NaN,44,63,34,56,59,48,57,12,46,31,40,28,49,39,27,47,NaN,44,30,40,38,33,NaN,NaN
