Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Wigan Centre,Wirral Tranmere,York Bootham
30/11/2010,20.4,-18,-3.1,18.3,-15.2,19.8,80.3,12,12,4,15,No data,21,No data,No data,No data,No data,32,9,No data,9,15,8,No data,19,No data,13,No data,11,No data,No data,8,15,No data,No data,No data,12,No data,10,No data,15,No data,10,No data,No data,No data
01/12/2010,17.2,-15.5,-5.2,16.4,-7.5,16.8,71.4,12,12,1,16,No data,19,No data,No data,No data,No data,21,8,No data,8,17,7,No data,23,No data,17,No data,11,No data,No data,11,18,No data,No data,No data,15,No data,9,No data,17,No data,12,No data,No data,No data
02/12/2010,13.5,-4.9,-6.1,7.8,-17.6,11.8,38.8,0,11,4,21,No data,25,No data,No data,No data,No data,32,13,No data,9,21,10,No data,22,No data,16,No data,13,No data,No data,15,16,No data,No data,No data,13,No data,14,No data,19,No data,17,No data,No data,No data
03/12/2010,8.4,12.1,4,12.7,22,16.8,251.4,26,12,3,24,No data,34,No data,No data,No data,No data,No data,11,No data,25,31,23,No data,27,No data,23,No data,23,No data,No data,35,No data,No data,No data,No data,23,No data,32,No data,26,No data,38,No data,No data,24
04/12/2010,8.6,1.6,-7.7,7.9,40,21.5,347.9,20,10,3,34,No data,22,No data,No data,No data,No data,No data,11,No data,25,19,27,No data,19,No data,18,No data,22,No data,No data,27,13,No data,No data,No data,17,No data,31,No data,20,No data,25,No data,No data,30
05/12/2010,3.2,4.4,-9.5,10.5,-12.6,12.2,335.1,7,8,6,25,No data,50,No data,No data,No data,No data,No data,14,No data,16,24,16,No data,23,No data,20,No data,13,No data,No data,32,18,No data,No data,No data,25,No data,25,No data,20,No data,26,No data,No data,14
06/12/2010,1.9,0.5,-6.4,6.5,6.7,7.3,355.6,28,7,2,19,No data,29,No data,No data,No data,No data,No data,11,No data,49,25,39,No data,31,No data,26,No data,29,No data,No data,49,20,No data,No data,No data,19,No data,50,No data,20,No data,54,No data,No data,49
07/12/2010,7.2,-2.8,-9.5,9.9,-2,10,16.7,18,7,7,32,No data,31,No data,No data,No data,No data,No data,15,No data,80,33,25,No data,36,No data,26,No data,17,No data,No data,66,No data,No data,No data,No data,20,No data,44,No data,No data,No data,58,No data,No data,41
08/12/2010,15,-0.8,-17.6,17.6,-19.2,20.1,2.4,8,5,7,24,No data,29,No data,No data,No data,No data,No data,13,No data,11,23,11,No data,26,No data,18,No data,13,No data,No data,21,22,No data,No data,No data,18,No data,27,No data,No data,No data,41,No data,No data,7
09/12/2010,25,13.6,-10.4,17.2,-25.3,21.3,307.3,7,9,4,24,No data,34,No data,No data,No data,No data,No data,12,No data,10,22,14,No data,25,No data,21,No data,15,No data,11,25,15,No data,No data,No data,16,No data,35,No data,No data,No data,21,No data,No data,10
10/12/2010,23.8,20,-13,23.8,-20.1,25.9,302.9,17,4,0,15,No data,21,No data,No data,No data,No data,No data,8,No data,14,15,12,No data,23,No data,19,No data,12,No data,19,22,12,No data,No data,No data,16,No data,14,No data,No data,No data,17,No data,No data,8
11/12/2010,18.8,7.3,-13.4,15.2,-42.4,26.1,331.2,0,17,10,23,No data,27,No data,No data,No data,No data,No data,19,No data,12,17,15,No data,18,No data,13,No data,15,No data,15,23,12,No data,No data,No data,12,No data,23,No data,No data,No data,23,No data,No data,14
12/12/2010,19.8,-5.9,2,6.3,-38.5,20.3,109,0,11,12,41,No data,26,No data,No data,No data,No data,22,28,No data,19,27,17,No data,28,No data,24,No data,17,No data,20,25,24,No data,No data,No data,22,No data,34,No data,No data,No data,29,No data,No data,19
13/12/2010,23.4,-3.1,0.5,3.2,-31.8,16.2,98.6,0,8,10,30,No data,49,No data,No data,No data,No data,21,27,No data,15,29,14,No data,27,No data,24,No data,13,No data,16,25,22,No data,No data,No data,21,No data,No data,No data,No data,No data,27,No data,No data,11
14/12/2010,33.4,-3.3,-7.8,8.5,-25.9,15.5,22.9,0,4,6,60,No data,30,No data,No data,No data,No data,19,20,No data,23,25,17,No data,27,No data,21,No data,12,No data,14,24,24,No data,No data,No data,23,No data,29,No data,No data,No data,32,No data,No data,16
15/12/2010,31.8,9.4,-12.6,15.7,-33.3,22.9,323.3,0,5,6,30,No data,25,No data,No data,No data,No data,20,14,No data,10,24,12,No data,26,No data,20,No data,11,No data,12,23,19,No data,No data,No data,21,No data,No data,No data,No data,No data,25,No data,No data,7
16/12/2010,13.9,6.9,-26.5,27.4,16.2,28.6,345.3,18,6,No data,No data,No data,13,No data,No data,No data,No data,12,10,No data,8,12,9,No data,16,No data,12,No data,10,No data,11,13,9,No data,No data,No data,9,No data,12,No data,15,No data,14,No data,No data,4
17/12/2010,2.3,11.8,-16.2,20.1,31.8,25.6,323.9,27,8,No data,14,No data,11,No data,No data,No data,No data,15,12,No data,13,15,18,No data,19,No data,20,No data,14,No data,11,30,19,No data,No data,No data,13,No data,No data,No data,14,No data,19,No data,No data,12
18/12/2010,1.3,-8.6,4.3,9.6,44.2,24.1,116.8,20,13,7,21,No data,20,No data,No data,No data,No data,21,18,No data,30,25,24,No data,21,No data,19,No data,33,No data,21,33,19,No data,No data,No data,23,No data,No data,No data,17,No data,25,No data,No data,30
19/12/2010,0.8,-15.5,-1.7,15.6,25.8,20.3,83.8,22,13,6,28,No data,35,No data,No data,No data,No data,21,11,No data,31,No data,No data,No data,25,No data,20,No data,14,No data,18,37,No data,No data,No data,No data,20,No data,25,No data,24,No data,38,No data,No data,22
20/12/2010,4.8,-3.8,-3.9,5.5,15,9.3,44.8,20,9,6,63,No data,36,No data,No data,No data,No data,20,18,No data,65,42,No data,No data,38,No data,32,No data,20,No data,46,74,No data,No data,No data,No data,31,No data,54,No data,21,No data,50,No data,No data,60
21/12/2010,6.9,-3,-1.5,3.4,7.4,5,63.5,20,23,14,94,No data,43,No data,No data,No data,No data,35,30,No data,74,41,54,No data,34,No data,26,No data,22,No data,25,54,33,No data,No data,No data,27,No data,33,No data,30,No data,31,No data,No data,56
22/12/2010,11.3,-8.7,-5.8,10.5,-5.2,10.8,56.2,11,14,10,101,No data,35,No data,No data,No data,No data,20,30,No data,24,34,26,No data,34,No data,29,No data,17,No data,15,34,26,No data,No data,No data,23,No data,No data,No data,30,No data,36,No data,No data,25
23/12/2010,15.7,-7.8,-11.9,14.2,-22.5,18.1,33.5,1,8,10,117,No data,27,20,No data,No data,No data,14,20,No data,17,24,17,No data,23,No data,16,No data,12,No data,13,26,18,No data,No data,No data,16,No data,23,No data,18,No data,31,No data,No data,18
24/12/2010,19.4,-0.6,-9.5,9.5,-24.9,15.7,3.6,0,8,11,55,No data,38,20,No data,No data,No data,19,15,No data,13,28,13,No data,24,No data,18,No data,16,No data,16,26,23,No data,No data,No data,21,No data,36,No data,20,No data,33,No data,No data,11
25/12/2010,21.4,6.1,-2,6.4,-35.9,19,288.2,0,12,6,50,No data,52,29,No data,No data,No data,24,14,No data,18,43,18,No data,28,No data,26,No data,16,No data,20,33,38,No data,No data,No data,33,No data,69,No data,23,No data,38,No data,No data,18
26/12/2010,14.2,8.8,26.2,27.7,-25.1,30.4,198.4,14,12,7,45,No data,38,30,No data,No data,No data,24,14,No data,31,42,35,No data,32,No data,33,No data,23,No data,31,34,No data,No data,No data,No data,35,No data,43,No data,32,No data,32,No data,No data,36
27/12/2010,8.5,-0.4,23.8,23.8,9.2,24.3,179,14,13,No data,13,No data,19,22,No data,No data,No data,20,11,No data,22,No data,28,No data,22,No data,18,No data,35,No data,23,27,17,No data,No data,No data,18,No data,18,No data,18,No data,23,No data,No data,23
28/12/2010,13.4,0.3,19.1,19.1,31.8,24.9,180.9,24,16,No data,36,No data,22,36,No data,No data,No data,23,18,No data,24,No data,30,No data,23,No data,21,No data,25,No data,20,27,19,No data,No data,No data,21,No data,21,No data,18,No data,24,No data,No data,24
29/12/2010,17.7,-0.6,11.5,11.5,11,12.8,177.3,14,17,No data,18,No data,22,35,No data,No data,No data,30,25,No data,33,No data,48,No data,36,No data,32,No data,33,No data,19,35,22,No data,No data,No data,25,No data,35,No data,23,No data,21,No data,No data,28
30/12/2010,19.9,-3.8,0.7,3.9,-29,15,100.9,0,9,No data,42,No data,24,25,No data,No data,No data,17,23,No data,47,No data,51,No data,34,No data,27,No data,22,No data,22,47,23,16,No data,No data,24,No data,39,No data,18,No data,27,No data,No data,37
31/12/2010,19,8.2,-5.1,9.7,-36.4,20.6,302,0,4,No data,31,No data,21,23,No data,No data,No data,39,14,No data,27,No data,15,No data,32,No data,28,No data,18,No data,32,54,26,20,No data,No data,28,No data,47,No data,22,No data,45,No data,No data,15
01/01/2011,24.1,-1.6,-10.4,10.5,-26.8,17,8.8,0,6,3,13,No data,26,29,No data,No data,No data,26,11,No data,13,No data,13,No data,24,No data,22,No data,12,14,23,23,17,28,No data,No data,22,No data,12,No data,21,No data,21,No data,No data,11
02/01/2011,25.1,0.8,-5.5,5.6,-29.8,15.9,351.3,0,6,4,16,No data,25,21,No data,No data,No data,18,13,No data,11,No data,11,No data,18,No data,16,No data,12,16,14,21,18,11,No data,No data,16,No data,No data,No data,22,No data,22,No data,No data,12
03/01/2011,17.5,14.6,0.6,14.6,-14.4,16.3,267.6,16,3,3,19,No data,30,24,No data,No data,No data,32,9,No data,22,No data,21,No data,26,No data,25,No data,13,16,26,34,34,15,No data,No data,37,No data,No data,No data,23,No data,31,No data,No data,17
04/01/2011,7.6,22.5,6.9,23.6,38.8,30.6,252.9,26,1,No data,12,No data,19,No data,No data,No data,No data,17,5,No data,24,No data,17,No data,23,No data,21,No data,10,18,24,24,23,18,No data,No data,25,No data,17,No data,19,No data,24,No data,No data,19
05/01/2011,0.8,9.2,1.6,9.3,59.1,31,260.3,20,6,No data,12,No data,17,No data,No data,No data,No data,22,9,No data,15,No data,12,No data,20,No data,17,No data,12,16,18,14,14,24,No data,No data,16,No data,No data,No data,20,No data,18,No data,No data,10
06/01/2011,-4.5,2.8,-13.5,13.8,7,14.2,348.5,18,4,No data,21,No data,33,25,No data,No data,No data,15,11,No data,19,No data,15,No data,23,No data,22,No data,11,16,25,26,24,10,No data,No data,21,No data,24,No data,15,No data,No data,No data,No data,13
07/01/2011,-1.4,1.2,11.7,11.8,12.9,13.4,185.8,24,12,5,38,No data,31,26,No data,No data,No data,18,14,No data,20,No data,21,No data,28,No data,23,No data,27,18,16,27,20,29,No data,No data,22,No data,19,No data,20,No data,No data,No data,No data,16
08/01/2011,0.7,14.6,-5.9,15.8,64.3,35.8,292.1,20,5,3,15,No data,14,18,No data,No data,No data,16,12,No data,13,No data,20,No data,15,No data,11,No data,15,10,12,15,9,18,No data,No data,11,No data,15,No data,15,No data,No data,No data,No data,11
09/01/2011,5.8,18.8,-8.4,20.5,0.3,20.5,294.1,17,6,1,17,No data,21,21,No data,No data,No data,17,9,No data,14,No data,16,No data,17,No data,17,No data,12,15,11,15,14,21,No data,No data,15,No data,16,No data,25,No data,No data,No data,No data,11
10/01/2011,6.2,4.7,16.4,17.1,31.3,23.2,196,24,12,5,21,No data,17,20,No data,No data,No data,21,11,No data,16,No data,22,No data,20,No data,16,No data,21,15,16,16,13,21,No data,No data,17,No data,14,No data,22,No data,No data,No data,No data,15
11/01/2011,7.1,7.3,-12.1,14.2,-0.2,14.2,328.8,17,6,2,15,No data,15,19,No data,No data,No data,13,11,No data,13,No data,16,No data,17,No data,13,No data,14,10,13,16,12,14,No data,No data,12,No data,14,No data,12,No data,No data,No data,No data,10
12/01/2011,6.6,14.1,7.3,15.9,25.5,20.4,242.6,25,11,2,23,No data,8,10,No data,No data,No data,8,19,No data,20,No data,28,No data,13,No data,9,No data,31,6,12,18,5,10,No data,No data,8,No data,19,No data,8,No data,No data,No data,No data,19
13/01/2011,5.5,13.5,5.2,14.5,23.7,18.7,249.1,26,25,1,19,No data,10,12,No data,No data,No data,8,14,No data,18,No data,23,No data,12,No data,7,No data,19,7,7,13,4,14,No data,No data,6,No data,12,No data,No data,No data,12,No data,No data,16
14/01/2011,2.1,24,10.2,26.1,29.1,29.9,247,25,11,4,17,No data,18,28,No data,No data,No data,16,11,No data,16,No data,17,No data,15,No data,11,No data,15,15,9,14,12,26,No data,No data,10,No data,14,No data,No data,No data,14,No data,No data,14
15/01/2011,-2.1,34.6,24.2,42.2,21.2,43.5,235,15,8,0,8,No data,20,26,No data,No data,No data,21,6,No data,12,No data,11,No data,25,No data,20,No data,11,16,17,15,18,32,No data,No data,20,No data,8,No data,27,No data,10,No data,No data,7
16/01/2011,3.4,27.6,12.2,30.2,6.2,30.4,246.2,15,7,7,18,No data,19,23,No data,No data,No data,16,12,No data,12,No data,14,No data,18,No data,14,No data,14,14,12,15,13,26,No data,No data,15,No data,8,No data,20,No data,13,No data,No data,11
17/01/2011,14.7,11.3,0,11.4,-6,11.7,270.2,16,10,7,21,No data,18,21,No data,No data,No data,17,13,No data,31,No data,30,No data,15,No data,9,No data,20,17,12,35,11,10,No data,No data,11,No data,28,No data,10,No data,34,No data,No data,21
18/01/2011,22.3,13.2,-8.1,15.5,-35.3,23.5,301.5,0,9,5,18,No data,24,22,No data,No data,No data,14,12,No data,17,No data,18,No data,23,No data,17,No data,17,12,22,30,18,17,No data,No data,16,No data,20,No data,19,No data,25,No data,No data,12
19/01/2011,25.9,5.2,2.1,5.7,-53.2,27.2,247.9,0,10,8,37,No data,39,No data,No data,No data,No data,26,No data,No data,14,No data,22,No data,32,No data,No data,No data,18,15,18,29,26,23,No data,No data,22,No data,40,No data,23,No data,28,No data,No data,13
20/01/2011,29.1,5.1,1.8,5.4,-47.5,24.3,250.3,0,16,9,50,No data,40,28,No data,No data,No data,21,No data,No data,30,No data,27,No data,31,No data,27,No data,21,16,15,40,30,23,No data,No data,28,No data,34,No data,28,No data,29,No data,No data,18
21/01/2011,33.1,4.3,-4,5.9,-43.8,22.7,312.3,0,15,10,77,No data,34,32,No data,No data,No data,24,No data,No data,32,No data,34,No data,36,No data,30,No data,22,24,25,44,29,21,No data,No data,34,No data,42,No data,30,No data,30,No data,No data,27
22/01/2011,33.9,-1,-7.8,7.9,-45.4,24,7.7,0,11,6,83,No data,44,30,No data,No data,No data,23,19,No data,16,No data,22,No data,28,No data,22,No data,18,29,20,24,27,28,No data,No data,26,No data,45,No data,24,No data,41,No data,No data,17
23/01/2011,31.8,-0.8,-10.6,10.6,-45.1,24.9,4.1,0,9,10,36,No data,32,20,No data,No data,No data,18,16,No data,17,No data,16,No data,22,No data,17,No data,13,20,23,22,23,17,No data,No data,18,No data,23,No data,17,No data,25,No data,No data,13
24/01/2011,26.2,13.5,-15.7,20.7,-27.1,24.8,319.4,7,6,4,14,No data,23,18,No data,No data,No data,19,13,No data,9,No data,14,No data,26,No data,20,No data,14,16,19,20,16,17,No data,No data,17,No data,15,No data,18,No data,No data,No data,No data,8
