Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Wigan Centre,Wirral Tranmere,York Bootham
04/05/2016,14.8,16.8,20.6,26.6,-19.1,28.3,219.2,15,17,11,21,No data,13,No data,14,17,No data,17,14,15,No data,12,20,No data,19,No data,No data,No data,12,17,No data,20,No data,14,19,No data,11,16,No data,19,22,No data,No data,No data,No data,19
05/05/2016,14.1,13.8,11.2,17.7,-5.1,17.9,230.9,15,17,10,15,No data,16,No data,19,20,No data,21,12,12,No data,19,28,No data,27,No data,No data,No data,17,19,No data,22,No data,23,20,No data,15,24,No data,24,22,No data,No data,No data,No data,24
06/05/2016,13.5,-3.6,-1.5,3.9,-1.9,4,66.8,-1,20,16,19,No data,20,No data,30,24,No data,26,20,21,No data,23,34,No data,40,No data,No data,No data,28,24,No data,30,No data,21,18,No data,21,36,No data,42,25,No data,No data,No data,No data,33
07/05/2016,12.4,-14.6,1.3,14.6,14.2,16.2,95,12,25,20,29,No data,23,No data,48,25,No data,25,29,25,No data,38,37,No data,41,No data,41,No data,24,29,32,48,No data,24,30,No data,36,30,43,No data,37,No data,No data,No data,No data,35
08/05/2016,12.9,-16.4,10.6,19.5,29.1,24.3,122.9,23,33,26,28,No data,16,No data,36,19,No data,19,33,30,No data,19,38,No data,24,No data,25,No data,37,18,34,29,No data,17,16,No data,17,33,29,No data,18,No data,No data,No data,No data,32
09/05/2016,15.8,-17.2,8.2,19,17.1,20.9,115.4,13,35,26,37,No data,19,No data,31,20,No data,19,37,33,No data,24,34,No data,32,No data,32,No data,33,19,23,28,No data,15,16,No data,22,30,35,40,20,No data,No data,No data,No data,30
10/05/2016,15.6,-15.7,0.9,15.7,18.1,18.1,93.3,22,29,27,36,No data,22,No data,32,21,No data,22,35,32,No data,33,36,No data,31,No data,32,No data,34,30,27,31,No data,12,17,No data,23,27,31,38,17,No data,No data,No data,No data,37
11/05/2016,12,-15.1,-1.8,15.2,6.9,15.6,83.1,12,28,28,38,No data,14,No data,41,16,No data,24,33,28,No data,31,36,No data,32,No data,32,No data,32,25,37,No data,No data,14,21,No data,19,32,37,No data,20,No data,No data,No data,No data,36
12/05/2016,11.8,-15.1,-4.9,15.8,7.2,16.2,71.9,12,19,16,32,No data,28,No data,33,38,No data,35,22,19,No data,36,34,No data,36,No data,36,No data,26,31,31,37,No data,23,33,No data,28,No data,33,37,35,No data,No data,No data,No data,29
13/05/2016,14.5,-11,-6.5,12.8,-16,15.1,59.3,1,15,13,22,No data,25,No data,18,30,No data,26,17,16,No data,23,17,No data,30,No data,27,No data,15,27,38,20,No data,32,29,No data,21,No data,19,22,28,No data,No data,No data,No data,16
14/05/2016,19,-0.8,-7.4,7.5,-24.5,14.3,5.8,0,13,10,14,No data,15,No data,14,17,13,17,13,15,No data,16,14,No data,18,No data,17,No data,12,20,15,18,No data,18,17,No data,12,No data,18,19,16,No data,No data,No data,No data,15
15/05/2016,20.5,4.9,-4.4,6.5,-21.1,12.4,312.2,0,6,10,8,No data,17,No data,15,14,10,22,13,12,No data,16,20,No data,20,No data,21,No data,9,18,16,21,No data,19,23,No data,15,No data,18,20,No data,No data,No data,No data,No data,17
16/05/2016,18.3,6.1,-4.1,7.3,-18.4,11.8,303.8,0,6,7,13,No data,13,No data,13,11,25,26,12,8,No data,15,16,No data,25,No data,24,No data,9,17,17,17,No data,23,18,No data,11,No data,18,15,No data,No data,No data,No data,No data,14
17/05/2016,11.8,8.6,9.1,12.5,3.2,12.7,223.3,15,11,9,18,No data,13,No data,13,11,12,19,11,13,No data,13,16,No data,20,No data,22,No data,8,13,19,17,No data,15,15,No data,15,18,22,14,No data,No data,No data,No data,No data,14
18/05/2016,9.8,0.1,-9.5,9.5,28.4,17.1,359.7,20,14,5,9,No data,8,No data,11,4,10,15,7,6,No data,9,10,No data,14,No data,13,No data,6,8,12,12,No data,10,11,No data,6,8,11,12,No data,No data,No data,No data,No data,11
19/05/2016,9.5,9.6,14.2,17.1,22.4,20.5,214.1,25,16,No data,11,No data,8,No data,12,5,7,16,8,8,No data,12,12,No data,17,No data,18,No data,9,8,17,15,No data,12,12,No data,7,15,12,13,No data,No data,No data,No data,No data,17
20/05/2016,8.2,15.2,10.8,18.7,9.6,19.3,234.6,15,6,6,10,No data,14,No data,12,9,10,17,8,8,No data,12,15,No data,15,No data,16,No data,7,15,12,14,No data,17,17,No data,9,11,12,13,No data,No data,No data,No data,No data,12
21/05/2016,5.4,10,8.5,13.1,32.4,20.8,229.5,20,11,5,4,No data,9,No data,9,5,6,16,5,5,No data,5,9,No data,15,No data,14,No data,6,8,13,9,No data,15,13,No data,5,10,7,8,No data,No data,No data,No data,No data,8
22/05/2016,9.9,5.4,-4.5,7,15.8,10.6,310,20,6,6,4,No data,9,No data,10,3,6,13,8,6,No data,8,11,No data,12,No data,12,No data,6,8,12,11,No data,7,11,No data,5,7,11,10,No data,No data,No data,No data,No data,9
23/05/2016,17.9,0.5,-7,7,-27.8,15.5,355.9,0,8,6,8,No data,9,No data,9,3,No data,14,7,6,No data,10,10,No data,12,No data,13,No data,6,8,17,11,No data,7,9,No data,4,9,11,10,No data,No data,No data,No data,No data,8
24/05/2016,19.7,-9.5,1,9.5,-30.8,18.1,95.8,0,10,10,19,No data,9,No data,12,5,No data,15,11,11,No data,9,11,No data,15,No data,14,No data,10,8,24,11,No data,13,16,No data,6,10,12,15,No data,No data,No data,No data,No data,11
25/05/2016,20.2,-10.1,-6,11.7,-6.9,12.2,59.3,11,15,10,16,No data,11,No data,11,8,9,13,14,13,No data,13,12,No data,16,No data,16,No data,11,13,9,14,No data,12,15,No data,9,9,16,14,No data,No data,No data,No data,No data,12
26/05/2016,18.5,-7.2,-2.9,7.8,-0.9,7.8,68.3,12,17,9,16,No data,14,No data,11,12,10,21,14,15,No data,11,9,No data,20,No data,22,No data,3,12,10,17,No data,20,24,No data,11,12,13,11,No data,No data,No data,No data,No data,9
27/05/2016,17.8,-5.7,2.2,6.1,-11.5,8.4,111.4,2,17,7,16,No data,19,No data,19,16,12,30,10,12,No data,14,27,No data,27,No data,23,No data,6,20,11,17,No data,25,28,No data,16,22,23,23,No data,No data,No data,No data,No data,18
28/05/2016,16.4,-6,1.6,6.3,-5.5,6.8,104.9,12,12,10,23,No data,24,No data,14,28,17,24,12,12,No data,18,14,No data,29,No data,No data,No data,6,25,14,15,No data,39,34,No data,23,16,17,18,No data,No data,No data,No data,No data,10
29/05/2016,15.7,-5.3,-3.6,6.4,-12.4,8.9,56.1,1,11,11,18,No data,19,No data,19,15,13,20,12,13,No data,18,17,No data,21,No data,No data,No data,9,19,15,17,No data,28,21,No data,13,15,17,21,No data,No data,No data,No data,No data,11
30/05/2016,20.2,-6,-10.2,11.8,-15.8,14.2,30.5,1,11,10,16,No data,16,No data,13,10,16,14,11,16,No data,14,11,No data,14,No data,No data,No data,6,17,17,13,No data,15,16,No data,11,12,11,14,No data,No data,No data,No data,No data,9
31/05/2016,24,-8.2,-16.4,18.3,-9.6,18.9,26.6,11,9,10,19,No data,10,No data,13,6,11,11,12,13,No data,11,12,No data,12,No data,No data,No data,10,9,16,12,No data,12,No data,No data,6,8,10,16,No data,No data,No data,No data,No data,12
01/06/2016,26.3,-9.5,-10.9,14.4,-18.2,17.1,40.9,1,12,11,16,No data,12,No data,14,5,12,14,14,16,No data,13,12,No data,12,No data,No data,No data,11,12,20,12,No data,11,No data,No data,5,10,10,15,No data,No data,No data,No data,No data,10
02/06/2016,23.3,-7.4,-10.4,12.8,-12.4,14.2,35.3,11,11,14,15,No data,15,No data,15,7,No data,13,15,17,No data,12,15,No data,14,No data,No data,No data,15,17,15,13,No data,17,No data,No data,7,9,18,20,No data,No data,No data,No data,No data,13
03/06/2016,19.8,-7.5,-2.9,8.1,5.1,8.5,68.9,12,14,12,33,No data,16,No data,14,10,No data,14,13,13,No data,18,12,No data,14,No data,No data,No data,9,21,12,18,No data,17,No data,No data,11,8,14,17,No data,No data,No data,No data,No data,10
04/06/2016,18.6,-5.5,-1.4,5.7,-10.6,7.8,75.5,2,26,No data,26,No data,23,No data,28,22,No data,25,29,25,No data,32,27,No data,23,No data,No data,No data,25,26,18,28,No data,21,No data,No data,23,18,24,31,No data,No data,No data,No data,No data,21
05/06/2016,19.7,-4.5,3.4,5.7,-15.7,9.7,127.1,0,22,No data,30,No data,22,No data,25,22,No data,32,19,21,No data,21,25,No data,28,No data,No data,No data,19,25,22,26,No data,25,No data,No data,21,25,25,31,No data,No data,No data,No data,No data,20
06/06/2016,19.6,-3.8,4.7,6,-13.5,9.1,141.7,0,16,No data,55,No data,19,No data,19,18,No data,22,21,25,No data,15,35,No data,26,No data,No data,No data,20,25,17,17,No data,28,No data,No data,15,18,25,22,No data,No data,No data,No data,No data,22
07/06/2016,22.1,0.4,-0.1,0.4,-11.9,6,282.3,0,11,No data,28,No data,No data,No data,19,21,No data,25,15,23,No data,17,33,No data,33,No data,33,No data,26,34,13,17,No data,20,No data,No data,16,16,31,23,No data,No data,No data,No data,No data,22
08/06/2016,22.6,-3.3,0.6,3.4,-28.5,14.7,100.5,0,13,13,32,No data,26,No data,30,21,13,23,12,18,No data,24,31,No data,25,No data,27,No data,11,24,18,26,No data,12,No data,No data,20,17,35,35,No data,No data,No data,No data,No data,27
09/06/2016,18,-2.8,4.8,5.5,-22,12.3,149.7,0,18,15,41,No data,No data,No data,25,20,No data,17,15,22,No data,14,34,No data,26,No data,26,No data,14,31,18,19,No data,21,No data,No data,19,13,32,29,No data,No data,No data,No data,No data,20
10/06/2016,14.1,-2.7,1.6,3.1,-0.4,3.1,120.1,-1,12,13,34,No data,19,No data,20,19,No data,22,18,18,No data,22,28,No data,22,No data,19,No data,24,26,18,29,No data,17,No data,No data,16,17,30,23,No data,No data,No data,No data,No data,23
11/06/2016,11.8,-3.7,6.2,7.2,5.2,7.7,149.1,13,9,8,28,No data,14,No data,28,18,14,28,10,16,No data,15,20,No data,23,No data,23,No data,11,14,19,26,No data,17,No data,No data,12,17,21,30,21,No data,No data,No data,No data,17
12/06/2016,9.2,0.1,3.1,3.1,13,7.2,180.9,20,7,7,10,No data,8,No data,17,4,No data,15,7,8,No data,9,19,No data,15,No data,No data,No data,7,10,13,14,No data,9,No data,No data,6,12,13,24,5,No data,No data,No data,No data,14
13/06/2016,6.4,0.7,1.8,2,27,13.7,201,20,16,7,15,No data,10,No data,15,5,No data,15,12,10,No data,7,13,No data,13,No data,No data,No data,11,10,8,13,No data,11,No data,No data,7,No data,11,No data,No data,No data,No data,No data,No data,11
14/06/2016,3.4,-3,-3.4,4.5,34.3,17.7,41.5,20,13,9,13,No data,8,No data,13,3,No data,19,12,12,No data,8,11,No data,12,No data,No data,No data,12,11,12,11,No data,13,No data,No data,4,No data,12,No data,No data,No data,No data,No data,No data,9
15/06/2016,6.5,-7.1,-8.8,11.3,38,22.1,38.9,20,10,6,9,No data,10,No data,16,5,No data,18,9,8,No data,7,12,No data,13,No data,No data,No data,7,9,12,11,No data,9,No data,No data,6,11,14,No data,No data,No data,No data,No data,No data,9
16/06/2016,9.5,-4.9,-13.5,14.3,16.5,16.5,20,28,6,5,8,No data,10,No data,16,5,10,15,6,7,No data,12,12,No data,13,No data,No data,No data,6,11,11,22,No data,11,No data,No data,6,9,12,No data,No data,No data,No data,No data,No data,10
17/06/2016,13.3,-1.4,-15.5,15.6,4.2,15.7,5.3,18,8,6,15,No data,12,No data,13,8,14,19,No data,8,No data,13,7,No data,18,No data,11,No data,2,11,14,13,No data,10,No data,No data,8,17,10,11,No data,No data,No data,No data,No data,7
18/06/2016,17.9,4.8,-3.8,6.1,-17,10.5,308.5,0,14,15,19,No data,14,No data,14,8,No data,15,No data,16,No data,10,15,No data,14,No data,10,No data,14,16,13,15,No data,11,No data,No data,9,13,12,14,No data,No data,No data,No data,No data,18
19/06/2016,15.9,10.3,18.7,21.3,1.6,21.4,209,15,19,8,5,No data,10,No data,13,6,6,15,No data,9,No data,10,16,No data,15,No data,11,No data,12,10,16,13,No data,8,No data,No data,8,12,13,15,No data,No data,No data,No data,No data,16
20/06/2016,9.7,16.2,-0.5,16.2,16.2,18.1,271.8,16,11,5,38,No data,7,No data,9,3,No data,10,No data,8,No data,5,9,No data,8,No data,No data,No data,7,7,6,8,No data,7,No data,No data,3,5,7,8,No data,No data,No data,No data,No data,8
21/06/2016,11.1,12.3,12.5,17.6,-2.8,17.6,224.5,15,11,7,9,No data,9,No data,12,8,8,13,9,9,No data,8,14,No data,13,No data,No data,No data,6,9,16,12,No data,10,No data,No data,7,12,12,12,No data,No data,No data,No data,No data,12
22/06/2016,14.5,9.3,8,12.3,-3.3,12.4,229.3,15,14,10,15,No data,9,No data,11,6,No data,No data,11,11,No data,7,12,No data,12,No data,No data,No data,7,8,12,13,No data,6,No data,No data,6,9,12,12,No data,No data,No data,No data,No data,13
23/06/2016,17.2,2.9,5,5.8,16.9,10.3,209.9,20,13,10,12,No data,11,No data,15,11,9,No data,11,11,No data,13,14,No data,15,No data,No data,No data,11,12,11,18,No data,9,No data,No data,9,9,15,17,No data,No data,No data,No data,No data,16
24/06/2016,18.7,5,-3,5.8,15.5,9.7,300.6,20,10,8,11,No data,9,No data,11,7,7,13,9,10,No data,10,14,No data,14,No data,No data,No data,9,9,14,13,No data,10,14,No data,7,12,13,13,No data,No data,No data,No data,No data,11
25/06/2016,19,3.5,-8.1,8.8,-3.8,9,337,17,9,7,8,No data,9,No data,11,5,No data,9,6,7,No data,9,9,No data,12,No data,8,No data,8,7,10,10,No data,9,11,No data,4,9,13,12,No data,No data,No data,No data,No data,10
26/06/2016,15.2,14.8,1.8,15,10.9,15.9,263.2,16,7,7,5,No data,8,No data,11,6,No data,10,7,6,No data,8,8,No data,11,No data,9,No data,5,7,10,10,No data,8,12,No data,8,10,11,10,No data,No data,No data,No data,No data,11
27/06/2016,13.2,17.2,-3.7,17.5,-9.1,18.1,282.2,16,6,8,12,No data,11,No data,12,8,No data,10,9,11,No data,9,12,No data,12,No data,10,No data,6,9,11,11,No data,11,11,No data,5,8,13,11,No data,No data,No data,No data,No data,12
28/06/2016,10.3,9.3,9.5,13.3,0.1,13.3,224.4,15,13,9,11,No data,11,No data,14,8,No data,14,10,12,No data,11,18,No data,15,No data,15,No data,9,10,13,15,No data,14,17,No data,8,13,No data,16,No data,No data,No data,No data,No data,No data
29/06/2016,7.1,11.2,5.5,12.5,32,20.3,243.9,20,11,7,9,No data,10,No data,11,6,No data,13,7,9,No data,9,13,No data,12,No data,12,No data,No data,11,10,10,No data,13,13,No data,7,10,No data,11,No data,No data,No data,No data,No data,No data
30/06/2016,6.2,15,7.6,16.8,22.2,20.1,243.2,25,No data,7,10,No data,9,No data,11,6,No data,8,7,9,No data,10,12,No data,12,No data,11,No data,No data,9,10,12,No data,9,10,No data,5,7,No data,11,No data,No data,No data,No data,No data,12
01/07/2016,6.6,17.5,2.7,17.7,31.4,23.7,261.2,26,No data,5,7,No data,10,No data,8,5,6,11,5,8,No data,8,8,No data,11,No data,10,No data,No data,9,9,8,No data,11,13,No data,5,8,No data,8,No data,No data,No data,No data,No data,8
02/07/2016,9.9,19.1,-4,19.5,14.7,20.8,281.7,16,No data,6,6,No data,11,No data,9,6,7,15,5,8,No data,8,9,No data,No data,No data,12,No data,4,10,9,10,No data,14,21,No data,6,10,9,10,No data,No data,No data,No data,No data,9
03/07/2016,14.9,11.6,-2.2,11.8,-0.2,11.8,280.6,16,No data,5,7,No data,8,No data,9,7,7,10,5,7,No data,10,9,No data,12,No data,12,No data,5,9,11,11,No data,6,10,No data,6,11,8,11,No data,No data,No data,No data,No data,9
04/07/2016,16.3,6.5,5.8,8.7,8.5,9.7,228.1,15,No data,6,29,No data,No data,No data,11,6,7,6,7,9,No data,9,12,No data,12,No data,12,No data,10,9,11,12,No data,9,9,No data,5,8,11,11,No data,No data,No data,No data,No data,13
05/07/2016,16.9,5.9,-7.9,9.8,-15.4,12.5,323.4,7,5,6,36,No data,No data,No data,9,6,No data,9,8,7,No data,8,9,No data,14,No data,12,No data,4,7,8,9,No data,No data,9,No data,5,8,9,9,No data,No data,No data,No data,No data,9
06/07/2016,15.5,7.9,8.2,11.4,-22.8,16.1,223.7,0,7,7,10,No data,No data,No data,11,7,8,14,8,12,No data,9,12,No data,15,No data,13,No data,5,8,11,13,No data,No data,No data,No data,No data,11,14,10,No data,No data,No data,No data,No data,10
07/07/2016,13,14.3,7.3,16.1,2.1,16.1,243.1,15,10,No data,12,No data,No data,No data,10,8,9,8,9,11,No data,9,8,No data,15,No data,15,No data,5,7,13,11,No data,No data,No data,No data,No data,12,7,9,No data,No data,No data,No data,No data,9
08/07/2016,11.6,11.5,-5.4,12.7,1.4,12.7,295.4,17,7,No data,11,No data,No data,No data,11,9,8,10,8,11,No data,10,11,No data,16,No data,15,No data,5,12,12,11,No data,No data,No data,No data,No data,11,10,11,No data,No data,No data,No data,No data,10
09/07/2016,10.3,7.7,14.9,16.8,10.9,17.6,207.4,15,10,6,11,No data,12,No data,11,9,8,8,5,10,No data,12,10,No data,15,No data,15,No data,6,9,14,14,No data,17,No data,No data,No data,12,8,10,No data,No data,No data,No data,No data,12
10/07/2016,6.4,11.1,9.3,14.4,50.4,29,230,20,8,9,9,No data,9,No data,9,9,6,13,8,10,No data,7,9,No data,12,No data,12,No data,6,10,8,8,No data,16,No data,No data,No data,9,8,9,No data,No data,No data,No data,No data,8
11/07/2016,8,14.2,-10.3,17.5,30,23.1,306.1,27,6,6,6,No data,No data,No data,9,7,6,17,10,9,No data,5,No data,No data,13,No data,13,No data,5,6,9,7,No data,11,No data,No data,No data,11,6,7,No data,No data,No data,No data,No data,7
12/07/2016,12.7,10.5,-6.8,12.5,7.7,13.1,302.9,17,7,7,15,No data,No data,No data,11,7,6,9,8,9,No data,11,No data,No data,13,No data,13,No data,6,6,10,13,No data,9,No data,No data,6,13,No data,11,No data,No data,No data,No data,No data,No data
13/07/2016,18.2,9.3,-9.7,13.4,-4.2,13.6,316.1,17,5,6,24,No data,9,No data,9,6,8,8,8,8,No data,9,No data,No data,14,No data,14,No data,5,No data,12,12,No data,8,No data,No data,17,14,No data,10,No data,No data,No data,No data,No data,8
14/07/2016,19.9,6.2,-3.5,7.1,-33.8,18.3,299.3,0,4,No data,10,No data,9,No data,12,6,9,9,6,8,No data,9,No data,No data,13,No data,11,No data,6,No data,12,11,No data,8,No data,No data,6,14,No data,10,No data,No data,No data,No data,No data,No data
15/07/2016,18,16.6,10.9,19.8,-6.6,20.1,236.6,15,8,6,9,No data,10,No data,10,6,7,10,10,8,No data,8,11,No data,13,No data,No data,No data,7,No data,11,11,No data,8,No data,No data,6,11,No data,11,No data,No data,No data,No data,No data,No data
16/07/2016,16.8,18.2,-0.8,18.2,-18.5,20.4,272.6,6,7,9,11,No data,No data,No data,10,5,10,10,9,12,No data,9,9,No data,9,No data,9,No data,5,No data,7,7,No data,9,No data,No data,3,8,No data,9,No data,No data,No data,No data,No data,No data
17/07/2016,16.4,12.5,-1.4,12.5,-16.9,15.1,276.6,6,4,9,9,No data,No data,No data,13,7,8,7,7,14,No data,7,11,No data,11,No data,9,No data,8,No data,No data,9,No data,6,No data,No data,4,8,No data,12,No data,No data,No data,No data,No data,No data
18/07/2016,15.7,8.2,5.3,9.8,-17.9,13.2,237.1,5,No data,No data,12,No data,No data,No data,15,8,6,9,13,10,No data,8,12,No data,No data,No data,15,No data,7,No data,No data,12,No data,6,No data,No data,8,14,No data,11,No data,No data,No data,No data,No data,No data
19/07/2016,14.5,-0.2,9.4,9.4,-4.2,9.7,178.5,14,No data,No data,19,No data,16,24,24,17,10,17,17,12,No data,17,21,No data,24,No data,22,No data,18,No data,No data,18,No data,18,No data,No data,14,30,19,19,No data,No data,No data,No data,No data,20
20/07/2016,11.4,7.4,-0.2,7.4,22,13.2,271.7,20,No data,No data,16,No data,16,21,20,19,8,23,8,16,No data,17,No data,No data,27,No data,27,No data,17,No data,No data,22,No data,14,No data,No data,13,28,16,22,No data,No data,No data,No data,No data,21
21/07/2016,12.8,5.7,7,9,3.3,9.1,218.9,15,No data,No data,13,No data,12,19,12,10,9,11,9,9,No data,10,No data,No data,15,No data,15,No data,6,No data,No data,12,No data,8,No data,No data,8,15,14,12,No data,No data,No data,No data,No data,15
22/07/2016,17,5.6,1,5.7,-9.2,7.3,260.3,6,12,7,10,No data,13,17,12,14,6,14,6,8,No data,13,No data,No data,25,No data,24,No data,8,No data,No data,16,No data,9,No data,No data,9,12,13,13,No data,No data,No data,No data,No data,16
23/07/2016,18,7,6.9,9.8,-1.9,9.8,225.1,15,9,8,12,No data,13,19,13,10,7,12,6,9,No data,11,12,No data,20,No data,19,No data,6,No data,No data,16,No data,5,No data,No data,10,15,12,14,No data,No data,No data,No data,No data,10
24/07/2016,17.7,5.7,5.7,8,14.9,11,225.2,25,10,6,9,No data,8,14,11,9,7,9,5,7,No data,7,11,No data,12,No data,13,No data,6,No data,No data,10,No data,8,No data,No data,6,9,9,12,No data,No data,No data,No data,No data,10
25/07/2016,16.9,12.9,-3.1,13.3,9.7,14.1,283.6,16,7,6,8,No data,9,15,11,9,5,12,6,7,No data,8,13,No data,12,No data,14,No data,5,No data,No data,10,No data,9,No data,No data,7,12,9,10,No data,No data,No data,No data,No data,9
26/07/2016,16.5,11.3,4.3,12.1,-1.4,12.1,248.9,16,No data,5,10,No data,9,14,10,8,8,No data,8,8,No data,10,12,No data,12,No data,No data,No data,5,No data,No data,10,No data,9,No data,No data,7,11,10,11,No data,No data,No data,No data,No data,10
27/07/2016,15,12.4,-6.8,14.1,5.1,14.4,298.7,17,5,6,12,No data,8,11,No data,6,6,No data,6,No data,No data,7,9,No data,12,No data,No data,No data,5,No data,No data,8,No data,6,No data,No data,7,10,7,No data,No data,No data,No data,No data,No data,7
28/07/2016,13.9,7.8,2,8,21,13.2,255.8,20,8,No data,11,No data,7,10,No data,No data,6,No data,No data,No data,No data,8,14,No data,12,No data,14,No data,9,No data,No data,11,No data,6,No data,No data,6,9,13,No data,No data,No data,No data,No data,No data,12
29/07/2016,13.1,5.9,-8.8,10.6,11.4,12,326.1,27,7,No data,8,No data,7,12,No data,No data,5,No data,No data,No data,No data,No data,11,No data,15,No data,11,No data,11,No data,No data,10,No data,5,No data,No data,6,7,10,No data,No data,No data,No data,No data,No data,14
30/07/2016,13.7,7.6,-7.5,10.7,-0.7,10.7,314.6,17,5,No data,7,No data,7,12,8,No data,5,No data,No data,6,No data,No data,9,No data,15,No data,15,No data,5,No data,No data,12,No data,8,No data,No data,8,10,8,10,No data,No data,No data,No data,No data,8
31/07/2016,14.8,10.7,-8.8,13.8,-7.7,14.4,309.7,17,5,No data,6,No data,7,13,8,No data,4,No data,No data,7,No data,No data,7,No data,11,No data,11,No data,4,No data,No data,9,No data,7,No data,No data,5,7,7,9,No data,No data,No data,No data,No data,6
01/08/2016,14,3.8,4.8,6.1,-4.4,6.5,218.5,15,8,No data,8,No data,6,No data,10,No data,5,6,7,9,No data,No data,11,No data,13,No data,12,No data,5,No data,No data,13,No data,8,No data,No data,6,8,12,11,No data,No data,No data,No data,No data,9
02/08/2016,11.1,2.5,8.7,9.1,21.1,13.9,196,20,10,No data,11,No data,5,No data,12,No data,6,7,11,12,No data,No data,15,No data,13,No data,12,No data,11,No data,No data,14,No data,7,No data,No data,6,9,7,15,No data,No data,No data,No data,No data,12
03/08/2016,7.4,12.5,6.2,13.9,56.9,31.7,243.5,20,7,No data,6,No data,9,No data,No data,No data,5,12,6,7,No data,No data,12,No data,14,No data,13,No data,6,8,No data,9,No data,13,No data,No data,7,10,11,10,No data,No data,No data,No data,No data,10
04/08/2016,10.7,8.2,-13.4,15.6,19.2,18.4,328.6,27,6,No data,8,No data,10,14,7,No data,8,17,7,7,No data,No data,10,No data,12,No data,13,No data,No data,10,No data,12,No data,13,No data,No data,6,11,7,9,No data,No data,No data,No data,No data,7
05/08/2016,17.5,7.3,-0.3,7.3,-9.5,8.7,272,6,10,No data,14,No data,14,15,12,No data,12,12,9,9,No data,9,12,No data,14,No data,15,No data,No data,10,No data,13,No data,12,No data,No data,8,13,14,14,No data,No data,No data,No data,No data,9
06/08/2016,18.3,10,11.8,15.5,-26.2,20.3,220.2,5,8,No data,No data,No data,9,10,11,No data,8,7,7,10,No data,8,13,No data,13,No data,13,No data,No data,8,No data,12,No data,9,No data,No data,7,11,12,13,No data,No data,No data,No data,No data,11
07/08/2016,14.2,33.1,8.7,34.2,12.5,34.8,255.3,16,9,No data,No data,No data,13,15,12,No data,13,13,12,17,No data,11,13,No data,14,No data,14,No data,No data,11,No data,12,No data,12,No data,No data,9,11,12,13,No data,No data,No data,No data,No data,12
08/08/2016,18.1,17.8,-16.9,24.5,-8.7,24.9,313.5,17,10,No data,No data,No data,13,17,14,No data,22,13,No data,19,No data,13,19,No data,No data,No data,15,No data,No data,10,No data,15,No data,14,No data,No data,10,58,18,17,No data,No data,No data,No data,No data,14
09/08/2016,23.8,9.3,-13,16,-18.9,18.6,324.5,7,10,No data,No data,No data,15,18,14,No data,12,15,No data,No data,No data,19,14,No data,No data,No data,18,No data,No data,14,No data,18,No data,17,No data,No data,14,17,16,15,No data,No data,No data,No data,No data,11
10/08/2016,21.8,11.7,-2.3,11.9,-18.4,15,281.2,6,9,No data,No data,No data,9,13,9,No data,7,10,No data,No data,No data,9,10,No data,No data,No data,14,No data,7,8,No data,13,No data,9,No data,No data,9,No data,10,11,No data,No data,No data,No data,No data,10
11/08/2016,17.5,17.4,-4.3,17.9,0.2,17.9,284,16,5,No data,No data,No data,15,20,8,No data,6,13,No data,5,No data,9,7,No data,No data,No data,15,No data,3,15,No data,11,No data,16,No data,No data,11,No data,10,9,No data,No data,No data,No data,No data,7
12/08/2016,14.8,22.1,0.1,22.1,-1.4,22.1,269.8,16,5,No data,No data,No data,13,16,8,13,8,15,No data,12,No data,13,No data,No data,20,No data,17,No data,8,14,No data,12,No data,11,No data,No data,12,No data,11,11,No data,No data,No data,No data,No data,10
13/08/2016,17.3,14.2,-3.6,14.7,-14.5,16.4,284.2,16,4,No data,No data,No data,9,10,6,9,5,7,No data,5,No data,7,11,No data,13,No data,11,No data,4,6,No data,10,No data,8,No data,No data,6,No data,9,9,No data,No data,No data,No data,No data,7
14/08/2016,19.4,4.4,-0.5,4.4,-39.8,20.4,276.8,0,4,No data,No data,No data,10,11,8,11,5,9,No data,4,No data,9,8,No data,15,No data,12,No data,3,7,No data,11,No data,9,No data,No data,7,No data,7,10,No data,No data,No data,No data,No data,7
15/08/2016,17.2,0.2,13.4,13.4,-34.2,21.7,181.1,0,9,No data,No data,No data,15,18,13,14,13,9,No data,9,No data,14,16,No data,16,No data,13,No data,8,13,No data,14,No data,13,No data,No data,11,No data,16,17,No data,No data,No data,No data,No data,10
16/08/2016,15.2,-3.1,14.3,14.7,-12,15.8,167.6,14,15,No data,No data,No data,16,21,12,20,15,12,No data,20,No data,15,22,No data,22,No data,18,No data,11,14,No data,13,No data,18,No data,No data,15,10,16,15,No data,No data,No data,No data,No data,11
